uniprot_acc,Tm,organism,n_measurements
Q05040,49.59,Saccharomyces cerevisiae,1
Q05048,56.72904761904762,Homo sapiens,21
Q05050,55.45,Saccharomyces cerevisiae,1
Q05062,36.46,Caenorhabditis elegans,1
Q05084,48.405,Homo sapiens,2
Q05086,52.61454545454546,Homo sapiens,22
Q05123,49.51,Saccharomyces cerevisiae,1
Q05144,48.94,Mus musculus,2
Q05153,51.71,Arabidopsis thaliana,1
Q05186,52.76333333333333,Mus musculus,3
Q05192,48.79,Drosophila melanogaster,1
Q05193,49.2875,Homo sapiens,12
Q05209,51.157222222222224,Homo sapiens,18
Q05344,43.16,Drosophila melanogaster,1
Q05359,41.27,Saccharomyces cerevisiae,1
Q05397,56.87,Homo sapiens,1
Q05421,45.4,Mus musculus ,1
Q05431,44.53,Arabidopsis thaliana,1
Q05469,55.89,Homo sapiens,1
Q05470,40.33,Bacillus subtilis,1
Q05506,47.69,Saccharomyces cerevisiae,1
Q05513,52.778571428571425,Homo sapiens,7
Q05515,50.15,Saccharomyces cerevisiae,1
Q05518,54.21,Saccharomyces cerevisiae,1
Q05519,52.170500000000004,Homo sapiens,20
Q05522,42.85,Bacillus subtilis,1
Q05530,48.64,Saccharomyces cerevisiae,1
Q05533,50.44,Saccharomyces cerevisiae,1
Q05543,49.87,Saccharomyces cerevisiae,1
Q05547,42.88,Drosophila melanogaster,1
Q05580,55.78,Saccharomyces cerevisiae,1
Q05583,48.36,Saccharomyces cerevisiae,1
Q05584,53.32,Saccharomyces cerevisiae,1
Q05635,45.92,Saccharomyces cerevisiae,1
Q05636,51.55,Saccharomyces cerevisiae,1
Q05639,55.62789473684211,Homo sapiens,19
Q05652,37.6,Drosophila melanogaster,1
Q05655,52.08277777777778,Homo sapiens,18
Q05728,41.89,Arabidopsis thaliana,1
Q05753,45.85,Arabidopsis thaliana,1
Q05758,40.56,Arabidopsis thaliana,1
Q05762,44.17,Arabidopsis thaliana,1
Q05769,51.099999999999994,Mus musculus,2
Q05775,52.5,Saccharomyces cerevisiae,1
Q05778,50.09,Saccharomyces cerevisiae,1
Q05783,48.75,Drosophila melanogaster,1
Q05785,52.25,Saccharomyces cerevisiae,1
Q05788,50.29,Saccharomyces cerevisiae,1
Q05793,57.75,Mus musculus ,1
Q05812,52.12,Saccharomyces cerevisiae,1
Q05823,46.07333333333333,Homo sapiens,6
Q05825,55.48,Drosophila melanogaster,1
Q05852,39.37,Bacillus subtilis,1
Q05860,47.12,Mus musculus,1
Q05865,44.8,Bacillus subtilis,1
Q05873,58.18,Bacillus subtilis,1
Q05881,46.0,Saccharomyces cerevisiae,1
Q05902,50.67,Saccharomyces cerevisiae,1
Q05905,53.64,Saccharomyces cerevisiae,1
Q05909,62.4,Mus musculus ,1
Q05911,52.72,Saccharomyces cerevisiae,1
Q05913,40.96,Drosophila melanogaster,1
Q05920,45.93,Mus musculus ,1
Q05926,48.89,Saccharomyces cerevisiae,1
Q05931,50.98,Saccharomyces cerevisiae,1
Q05932,47.9325,Homo sapiens,8
Q05933,48.34,Saccharomyces cerevisiae,1
Q05937,47.63,Saccharomyces cerevisiae,1
Q05942,60.48,Saccharomyces cerevisiae,1
Q05946,48.22,Saccharomyces cerevisiae,1
Q05948,49.96,Saccharomyces cerevisiae,1
Q05979,52.05,Saccharomyces cerevisiae,1
Q059T5,53.019999999999996,Mus musculus,2
Q059T9,51.94,Mus musculus,2
Q059U0,50.54,Mus musculus,1
Q059U9,49.605000000000004,Mus musculus,2
Q05A21,45.65,Mus musculus,1
Q05AN3,48.24,Danio rerio,1
Q05BC3,48.25,Mus musculus ,1
Q05BQ5,51.156666666666666,Homo sapiens,3
Q05C51,47.585,Mus musculus,2
Q05CL8,50.43666666666667,Mus musculus,3
Q05D32,50.546,Homo sapiens,5
Q05D44,49.735,Mus musculus,2
Q06004,54.38,Bacillus subtilis,1
Q06010,46.57,Saccharomyces cerevisiae,1
Q06033,54.5625,Homo sapiens,4
Q06053,50.59,Saccharomyces cerevisiae,1
Q06065,50.63,Escherichia coli,1
Q06078,47.38,Saccharomyces cerevisiae,1
Q06103,45.56,Saccharomyces cerevisiae,1
Q06106,47.06,Saccharomyces cerevisiae,1
Q06124,52.48272727272727,Homo sapiens,22
Q06136,63.277142857142856,Homo sapiens,7
Q06138,52.653333333333336,Mus musculus,3
Q06142,48.75,Saccharomyces cerevisiae,1
Q06151,52.77,Saccharomyces cerevisiae,1
Q06177,54.84,Saccharomyces cerevisiae,1
Q06178,50.84,Saccharomyces cerevisiae,1
Q06185,52.85333333333333,Mus musculus,3
Q06187,45.61125,Homo sapiens,8
Q06190,55.379999999999995,Homo sapiens,3
Q06203,61.64333333333333,Homo sapiens,18
Q06205,49.27,Saccharomyces cerevisiae,1
Q06210,53.997727272727275,Homo sapiens,22
Q06211,55.15,Saccharomyces cerevisiae,1
Q06217,50.3,Saccharomyces cerevisiae,1
Q06251,50.64,Saccharomyces cerevisiae,1
Q06252,50.79,Saccharomyces cerevisiae,1
Q06265,62.18375,Homo sapiens,16
Q06278,61.4,Homo sapiens,6
Q06287,44.49,Saccharomyces cerevisiae,1
Q06315,49.41,Saccharomyces cerevisiae,1
Q06323,59.842666666666666,Homo sapiens,15
Q06327,49.39,Arabidopsis thaliana,1
Q06330,56.35647058823529,Homo sapiens,17
Q06335,59.74,Mus musculus ,1
Q06336,48.67,Saccharomyces cerevisiae,1
Q06338,46.85,Saccharomyces cerevisiae,1
Q06344,49.15,Saccharomyces cerevisiae,1
Q06385,50.07,Saccharomyces cerevisiae,1
Q06405,42.24,Saccharomyces cerevisiae,1
Q06406,57.52,Saccharomyces cerevisiae,1
Q06407,48.59,Saccharomyces cerevisiae,1
Q06412,48.52,Saccharomyces cerevisiae,1
Q06413,50.32333333333333,Homo sapiens,3
Q06440,48.45,Saccharomyces cerevisiae,1
Q06451,61.79,Saccharomyces cerevisiae,1
Q06481,56.24916666666667,Homo sapiens,12
Q06488,41.19,Saccharomyces cerevisiae,1
Q06489,48.56,Saccharomyces cerevisiae,1
Q06494,49.55,Saccharomyces cerevisiae,1
Q06505,49.9,Saccharomyces cerevisiae,1
Q06506,47.44,Saccharomyces cerevisiae,1
Q06511,51.77,Saccharomyces cerevisiae,1
Q06520,49.0775,Homo sapiens,4
Q06523,51.13,Saccharomyces cerevisiae,1
Q06546,49.452,Homo sapiens,20
Q06547,49.175714285714285,Homo sapiens,7
Q06549,46.5,Saccharomyces cerevisiae,1
Q06559,41.36,Drosophila melanogaster,1
Q06580,55.22,Saccharomyces cerevisiae,1
Q06587,49.78823529411765,Homo sapiens,17
Q06588,44.97,Arabidopsis thaliana,1
Q06604,53.03,Saccharomyces cerevisiae,1
Q06608,51.85,Saccharomyces cerevisiae,1
Q06609,50.89533333333333,Homo sapiens,15
Q06624,50.84,Saccharomyces cerevisiae,1
Q06625,49.3,Saccharomyces cerevisiae,1
Q06631,52.93,Saccharomyces cerevisiae,1
Q06649,47.84,Mus musculus ,1
Q06677,44.3,Saccharomyces cerevisiae,1
Q06678,43.86,Saccharomyces cerevisiae,1
Q06682,46.79,Saccharomyces cerevisiae,1
Q06685,46.79,Saccharomyces cerevisiae,1
Q06697,42.51,Saccharomyces cerevisiae,1
Q06704,53.6,Saccharomyces cerevisiae,1
Q06706,44.78,Saccharomyces cerevisiae,1
Q06709,42.69,Saccharomyces cerevisiae,1
Q06750,43.44,Bacillus subtilis,1
Q06752,57.74,Bacillus subtilis,1
Q06755,45.85,Bacillus subtilis,1
Q06756,45.73,Bacillus subtilis,1
Q06770,61.06,Mus musculus ,1
Q06787,51.98428571428571,Homo sapiens,7
Q06795,49.27,Bacillus subtilis,1
Q06796,37.09,Bacillus subtilis,1
Q06797,46.61,Bacillus subtilis,1
Q067X9,39.3,Caenorhabditis elegans,1
Q06815,54.53,Saccharomyces cerevisiae,1
Q06817,46.75,Saccharomyces cerevisiae,1
Q06830,55.015,Homo sapiens,16
Q06839,53.48,Saccharomyces cerevisiae,1
Q06849,36.4,Drosophila melanogaster,1
Q06892,52.46,Saccharomyces cerevisiae,1
Q06943,51.5,Drosophila melanogaster,1
Q06945,51.445,Homo sapiens,2
Q06IS3,50.52,Danio rerio,1
Q06RG6,49.57,Danio rerio,1
Q06W25,47.5,Danio rerio,1
Q07020,52.37,Homo sapiens,2
Q07021,52.80866666666667,Homo sapiens,15
Q07065,50.88125,Homo sapiens,8
Q07075,54.870000000000005,Homo sapiens,3
Q07076,47.169999999999995,Mus musculus,3
Q07084,53.9,Saccharomyces cerevisiae,1
Q07085,41.87,Caenorhabditis elegans,1
Q07092,64.77,Homo sapiens,1
Q07108,55.948,Homo sapiens,5
Q07113,55.45666666666667,Mus musculus,3
Q07116,45.32,Arabidopsis thaliana,1
Q07152,44.07,Drosophila melanogaster,1
Q07157,55.68857142857143,Homo sapiens,7
Q07171,44.97,Drosophila melanogaster,1
Q07231,50.69,Mus musculus,1
Q07235,51.31,Mus musculus ,1
Q07283,57.142857142857146,Homo sapiens,7
Q07327,40.98,Drosophila melanogaster,1
Q07343,56.89,Homo sapiens,1
Q07352,50.474999999999994,Homo sapiens,2
Q07356,42.88,Arabidopsis thaliana,1
Q07362,49.45,Saccharomyces cerevisiae,1
Q07381,46.75,Saccharomyces cerevisiae,1
Q07407,48.39,Drosophila melanogaster,1
Q07417,48.56666666666666,Mus musculus,3
Q07418,49.5,Saccharomyces cerevisiae,1
Q07436,41.63,Drosophila melanogaster,1
Q07473,36.4,Arabidopsis thaliana,1
Q07478,46.89,Saccharomyces cerevisiae,1
Q07505,51.76,Saccharomyces cerevisiae,1
Q07507,67.46,Homo sapiens,1
Q07527,46.56,Saccharomyces cerevisiae,1
Q07528,49.95,Saccharomyces cerevisiae,1
Q07532,49.17,Saccharomyces cerevisiae,1
Q07540,51.97,Saccharomyces cerevisiae,1
Q07551,42.5,Saccharomyces cerevisiae,1
Q07589,48.84,Saccharomyces cerevisiae,1
Q07617,48.56333333333333,Homo sapiens,3
Q07623,49.34,Saccharomyces cerevisiae,1
Q07651,52.39,Saccharomyces cerevisiae,1
Q07653,53.92,Saccharomyces cerevisiae,1
Q07666,50.5295238095238,Homo sapiens,21
Q07688,51.29,Saccharomyces cerevisiae,1
Q07729,59.45,Saccharomyces cerevisiae,1
Q07812,56.504,Homo sapiens,5
Q07813,53.205,Mus musculus,2
Q07820,54.51636363636363,Homo sapiens,11
Q07824,61.88,Saccharomyces cerevisiae,1
Q07825,48.82,Saccharomyces cerevisiae,1
Q07833,41.32,Bacillus subtilis,1
Q07834,42.83,Saccharomyces cerevisiae,1
Q07836,45.01,Bacillus subtilis,1
Q07844,44.11,Saccharomyces cerevisiae,1
Q07864,45.9275,Homo sapiens,4
Q07866,52.41703703703703,Homo sapiens,27
Q07868,39.91,Bacillus subtilis,1
Q07872,52.25,Saccharomyces cerevisiae,1
Q07876,42.02,Bacillus subtilis,1
Q07886,36.5,Drosophila melanogaster,1
Q07912,51.8475,Homo sapiens,4
Q07914,51.59,Saccharomyces cerevisiae,1
Q07915,43.55,Saccharomyces cerevisiae,1
Q07923,48.42,Saccharomyces cerevisiae,1
Q07938,44.36,Saccharomyces cerevisiae,1
Q07953,45.68,Saccharomyces cerevisiae,1
Q07954,56.973,Homo sapiens,10
Q07955,59.62,Homo sapiens,1
Q07960,53.58454545454545,Homo sapiens,22
Q07968,57.36,Mus musculus ,1
Q07970,36.34,Arabidopsis thaliana,1
Q08024,47.18666666666667,Mus musculus,3
Q08093,53.04,Mus musculus ,1
Q08112,34.41,Arabidopsis thaliana,1
Q08117,52.61000000000001,Homo sapiens,6
Q08162,48.79,Saccharomyces cerevisiae,1
Q08170,50.238571428571426,Homo sapiens,7
Q08174,55.07,Homo sapiens,2
Q08188,52.98,Homo sapiens,1
Q08193,51.25,Saccharomyces cerevisiae,1
Q08199,53.04,Saccharomyces cerevisiae,1
Q08208,43.96,Saccharomyces cerevisiae,1
Q08209,55.14304347826087,Homo sapiens,23
Q08211,51.34722222222222,Homo sapiens,18
Q08220,51.88,Saccharomyces cerevisiae,1
Q08224,46.77,Saccharomyces cerevisiae,1
Q08225,52.57,Saccharomyces cerevisiae,1
Q08230,46.53,Saccharomyces cerevisiae,1
Q08235,43.33,Saccharomyces cerevisiae,1
Q08257,56.18454545454545,Homo sapiens,22
Q08269,49.69,Saccharomyces cerevisiae,1
Q08285,48.61,Saccharomyces cerevisiae,1
Q08288,54.13,Mus musculus,1
Q08289,56.25,Homo sapiens,2
Q08345,54.835,Homo sapiens,4
Q08357,53.13166666666666,Homo sapiens,6
Q08369,39.15,Mus musculus ,1
Q08378,56.346000000000004,Homo sapiens,15
Q08379,51.36736842105263,Homo sapiens,19
Q08380,57.906666666666666,Homo sapiens,9
Q08412,56.6,Saccharomyces cerevisiae,1
Q08421,53.22,Saccharomyces cerevisiae,1
Q08422,54.38,Saccharomyces cerevisiae,1
Q08426,52.038125,Homo sapiens,16
Q08429,43.56,Bacillus subtilis,1
Q08431,65.84,Homo sapiens,1
Q08432,47.31,Bacillus subtilis,1
Q08438,48.59,Saccharomyces cerevisiae,1
Q08444,62.79,Saccharomyces cerevisiae,1
Q08446,48.13,Saccharomyces cerevisiae,1
Q08466,39.5,Arabidopsis thaliana,1
Q08473,43.8,Drosophila melanogaster,1
Q08477,49.989999999999995,Homo sapiens,2
Q08492,59.98,Saccharomyces cerevisiae,1
Q08495,55.68857142857143,Homo sapiens,7
Q08499,52.335,Homo sapiens,2
Q08501,51.21,Mus musculus ,1
Q08509,49.88,Mus musculus,2
Q08554,54.846666666666664,Homo sapiens,3
Q08581,52.9,Saccharomyces cerevisiae,1
Q08601,44.42,Saccharomyces cerevisiae,1
Q08605,39.19,Drosophila melanogaster,1
Q08623,56.455,Homo sapiens,2
Q08629,62.83,Homo sapiens,1
Q08641,50.08,Saccharomyces cerevisiae,1
Q08645,51.47,Saccharomyces cerevisiae,1
Q08647,50.64,Saccharomyces cerevisiae,1
Q08682,40.97,Arabidopsis thaliana,1
Q08686,46.2,Saccharomyces cerevisiae,1
Q08687,46.48,Saccharomyces cerevisiae,1
Q08722,62.175,Homo sapiens,2
Q08723,46.85,Saccharomyces cerevisiae,1
Q08732,41.22,Saccharomyces cerevisiae,1
Q08742,57.95,Saccharomyces cerevisiae,1
Q08745,42.04,Saccharomyces cerevisiae,1
Q08746,48.8,Saccharomyces cerevisiae,1
Q08747,51.18,Saccharomyces cerevisiae,1
Q08752,48.71272727272728,Homo sapiens,22
Q08761,57.39,Mus musculus ,1
Q08787,38.33,Bacillus subtilis,1
Q08788,42.59,Bacillus subtilis,1
Q08816,52.79,Saccharomyces cerevisiae,1
Q08818,45.61,Saccharomyces cerevisiae,1
Q08826,46.12,Saccharomyces cerevisiae,1
Q08830,48.3225,Homo sapiens,4
Q08857,60.91,Mus musculus ,1
Q08879,58.86,Mus musculus ,1
Q08881,44.065,Homo sapiens,2
Q08890,51.475,Mus musculus,2
Q08920,48.65,Saccharomyces cerevisiae,1
Q08924,50.71,Saccharomyces cerevisiae,1
Q08925,44.05,Saccharomyces cerevisiae,1
Q08926,50.2,Saccharomyces cerevisiae,1
Q08943,53.97,Mus musculus,3
Q08945,52.45705882352941,Homo sapiens,17
Q08951,52.21,Saccharomyces cerevisiae,1
Q08954,51.58,Saccharomyces cerevisiae,1
Q08961,47.07,Saccharomyces cerevisiae,1
Q08962,48.77,Saccharomyces cerevisiae,1
Q08963,49.38,Saccharomyces cerevisiae,1
Q08965,44.31,Saccharomyces cerevisiae,1
Q08967,53.57,Saccharomyces cerevisiae,1
Q08968,44.07,Saccharomyces cerevisiae,1
Q08969,51.18,Saccharomyces cerevisiae,1
Q08971,51.44,Saccharomyces cerevisiae,1
Q08972,42.82,Saccharomyces cerevisiae,1
Q08976,62.7,Saccharomyces cerevisiae,1
Q08977,50.86,Saccharomyces cerevisiae,1
Q08979,46.81,Saccharomyces cerevisiae,1
Q08985,49.73,Saccharomyces cerevisiae,1
Q08999,53.06,Homo sapiens,3
Q08A71,47.76,Arabidopsis thaliana,1
Q08AD1,54.622,Homo sapiens,10
Q08AE8,53.806363636363635,Homo sapiens,11
Q08AF3,50.84142857142857,Homo sapiens,7
Q08AG7,58.63181818181818,Homo sapiens,11
Q08AH1,48.58,Homo sapiens,1
Q08AH3,49.1125,Homo sapiens,4
Q08AM6,54.12863636363636,Homo sapiens,22
Q08BA1,46.67,Danio rerio,1
Q08BA2,48.22,Danio rerio,1
Q08BB1,50.82,Danio rerio,1
Q08BH1,50.27,Danio rerio,1
Q08BM5,50.78,Danio rerio,1
Q08BQ8,48.41,Danio rerio,1
Q08BR7,50.83,Danio rerio,1
Q08BR9,48.9,Danio rerio,1
Q08BS3,50.63,Danio rerio,1
Q08BV5,48.86,Danio rerio,1
Q08BV6,47.82,Danio rerio,1
Q08BX0,48.15,Danio rerio,1
Q08BY3,51.95,Danio rerio,1
Q08BY7,50.34,Danio rerio,1
Q08BZ1,50.77,Danio rerio,1
Q08C29,50.77,Danio rerio,1
Q08C47,52.74,Danio rerio,1
Q08C54,52.44,Danio rerio,1
Q08C61,51.09,Danio rerio,1
Q08C87,51.95,Danio rerio,1
Q08C96,48.21,Danio rerio,1
Q08CA0,48.58,Danio rerio,1
Q08CA5,51.54,Danio rerio,1
Q08CC8,47.73,Danio rerio,1
Q08CD8,47.56,Danio rerio,1
Q08CE4,51.8,Danio rerio,1
Q08CF4,51.08,Danio rerio,1
Q08CG5,51.92,Danio rerio,1
Q08CH0,51.48,Danio rerio,1
Q08CI5,47.97,Danio rerio,1
Q08CL1,51.39,Danio rerio,1
Q08CM0,50.91,Danio rerio,1
Q08CN8,49.97,Danio rerio,1
Q08CS2,53.18,Danio rerio,1
Q08E86,54.75666666666667,Homo sapiens,9
Q08EE6,52.56,Mus musculus,1
Q08J23,51.61772727272727,Homo sapiens,22
Q09024,42.52,Drosophila melanogaster,1
Q09028,57.88666666666666,Homo sapiens,24
Q09152,39.75,Arabidopsis thaliana,1
Q09161,51.205263157894734,Homo sapiens,19
Q09200,57.38,Mus musculus ,1
Q09214,39.87,Caenorhabditis elegans,1
Q09219,45.07,Caenorhabditis elegans,1
Q09235,39.62,Caenorhabditis elegans,1
Q09236,47.95,Caenorhabditis elegans,1
Q09238,44.28,Caenorhabditis elegans,1
Q09249,47.29,Caenorhabditis elegans,1
Q09250,43.37,Caenorhabditis elegans,1
Q09253,44.1,Caenorhabditis elegans,1
Q09261,43.64,Caenorhabditis elegans,1
Q09270,39.65,Caenorhabditis elegans,1
Q09271,49.16,Caenorhabditis elegans,1
Q09278,38.17,Caenorhabditis elegans,1
Q09293,33.71,Caenorhabditis elegans,1
Q09297,39.15,Caenorhabditis elegans,1
Q09299,37.59,Caenorhabditis elegans,1
Q09305,44.99,Caenorhabditis elegans,1
Q09307,40.28,Caenorhabditis elegans,1
Q09309,47.23,Caenorhabditis elegans,1
Q09313,37.54,Caenorhabditis elegans,1
Q09314,43.42,Caenorhabditis elegans,1
Q09316,34.59,Caenorhabditis elegans,1
Q09318,39.23,Caenorhabditis elegans,1
Q09321,39.94,Caenorhabditis elegans,1
Q09324,54.955,Mus musculus,2
Q09328,54.626,Homo sapiens,10
Q09332,44.19,Drosophila melanogaster,1
Q09341,39.36,Caenorhabditis elegans,1
Q09345,47.42,Caenorhabditis elegans,1
Q09346,41.27,Caenorhabditis elegans,1
Q09347,43.82,Caenorhabditis elegans,1
Q09359,37.27,Caenorhabditis elegans,1
Q09362,46.28,Caenorhabditis elegans,1
Q09365,45.25,Caenorhabditis elegans,1
Q09372,40.72,Caenorhabditis elegans,1
Q09374,38.41,Caenorhabditis elegans,1
Q09387,40.74,Caenorhabditis elegans,1
Q09389,42.16,Caenorhabditis elegans,1
Q09393,40.26,Caenorhabditis elegans,1
Q09406,43.71,Caenorhabditis elegans,1
Q09407,42.53,Caenorhabditis elegans,1
Q09415,35.95,Caenorhabditis elegans,1
Q09440,35.64,Caenorhabditis elegans,1
Q09441,44.04,Caenorhabditis elegans,1
Q09444,48.66,Caenorhabditis elegans,1
Q09450,38.37,Caenorhabditis elegans,1
Q09451,38.47,Caenorhabditis elegans,1
Q09454,44.88,Caenorhabditis elegans,1
Q09464,45.57,Caenorhabditis elegans,1
Q09472,51.64149999999999,Homo sapiens,20
Q09474,50.86,Caenorhabditis elegans,1
Q09475,34.96,Caenorhabditis elegans,1
Q09486,36.11,Caenorhabditis elegans,1
Q09490,45.56,Caenorhabditis elegans,1
Q09496,54.38,Caenorhabditis elegans,1
Q09497,46.72,Caenorhabditis elegans,1
Q09504,41.86,Caenorhabditis elegans,1
Q09506,48.39,Caenorhabditis elegans,1
Q09508,39.27,Caenorhabditis elegans,1
Q09509,35.33,Caenorhabditis elegans,1
Q09512,34.89,Caenorhabditis elegans,1
Q09524,36.9,Caenorhabditis elegans,1
Q09526,40.95,Caenorhabditis elegans,1
Q09530,40.11,Caenorhabditis elegans,1
Q09535,40.23,Caenorhabditis elegans,1
Q09541,41.96,Caenorhabditis elegans,1
Q09545,38.86,Caenorhabditis elegans,1
Q09551,46.17,Caenorhabditis elegans,1
Q09567,52.23,Caenorhabditis elegans,1
Q09568,39.07,Caenorhabditis elegans,1
Q09580,40.89,Caenorhabditis elegans,1
Q09582,34.78,Caenorhabditis elegans,1
Q09583,48.59,Caenorhabditis elegans,1
Q09584,33.5,Caenorhabditis elegans,1
Q09589,47.04,Caenorhabditis elegans,1
Q09590,38.4,Caenorhabditis elegans,1
Q09591,38.08,Caenorhabditis elegans,1
Q09596,36.9,Caenorhabditis elegans,1
Q09603,48.93,Caenorhabditis elegans,1
Q09607,38.31,Caenorhabditis elegans,1
Q09611,38.75,Caenorhabditis elegans,1
Q09639,41.31,Caenorhabditis elegans,1
Q09641,33.71,Caenorhabditis elegans,1
Q09644,37.58,Caenorhabditis elegans,1
Q09646,38.67,Caenorhabditis elegans,1
Q09647,38.85,Caenorhabditis elegans,1
Q09657,43.89,Caenorhabditis elegans,1
Q09666,52.403999999999996,Homo sapiens,5
Q09969,47.34,Caenorhabditis elegans,1
Q09973,33.84,Caenorhabditis elegans,1
Q09974,40.91,Caenorhabditis elegans,1
Q09979,43.56,Caenorhabditis elegans,1
Q09996,34.0,Caenorhabditis elegans,1
Q09EE7,35.83,Caenorhabditis elegans,1
Q0E8C8,43.72,Drosophila melanogaster,1
Q0E908,45.35,Drosophila melanogaster,1
Q0G826,43.44,Caenorhabditis elegans,1
Q0G839,39.06,Caenorhabditis elegans,1
Q0GE19,60.48,Homo sapiens,1
Q0GKD6,49.71,Danio rerio,1
Q0H1F2,49.4,Danio rerio,1
Q0H6L1,43.74,Drosophila melanogaster,1
Q0JRZ9,53.67,Homo sapiens,13
Q0KHQ5,37.98,Drosophila melanogaster,1
Q0KHU5,39.25,Drosophila melanogaster,1
Q0KI28,41.18,Drosophila melanogaster,1
Q0KIC3,46.8,Drosophila melanogaster,1
Q0KL02,46.655,Mus musculus,2
Q0P3U2,46.28,Danio rerio,1
Q0P3W4,47.55,Danio rerio,1
Q0P3X8,51.63,Danio rerio,1
Q0P3X9,48.29,Danio rerio,1
Q0P3Y4,53.82,Danio rerio,1
Q0P413,50.99,Danio rerio,1
Q0P458,48.63,Danio rerio,1
Q0P459,48.08,Danio rerio,1
Q0P490,50.12,Danio rerio,1
Q0P4B9,50.69,Danio rerio,1
Q0P5W2,49.34,Mus musculus,2
Q0P635,50.150000000000006,Mus musculus,2
Q0P648,49.615,Mus musculus,2
Q0PD15,45.86,Mus musculus,2
Q0PD21,44.21,Mus musculus,1
Q0PD23,43.925,Mus musculus,2
Q0PD31,48.1,Mus musculus,2
Q0PD34,51.405,Mus musculus,2
Q0PD35,46.085,Mus musculus,2
Q0PD38,44.870000000000005,Mus musculus,2
Q0PD48,46.765,Mus musculus,2
Q0PD49,45.315,Mus musculus,2
Q0PD50,45.36,Mus musculus,2
Q0PD63,46.98,Mus musculus,1
Q0PD64,42.765,Mus musculus,2
Q0PD65,46.195,Mus musculus,2
Q0PD66,43.065,Mus musculus,2
Q0PD67,43.769999999999996,Mus musculus,2
Q0PNE2,58.843333333333334,Homo sapiens,12
Q0PWB7,48.1,Danio rerio,1
Q0PWB9,51.41,Danio rerio,1
Q0V968,52.24,Danio rerio,1
Q0V973,51.54,Danio rerio,1
Q0VAN0,49.78,Homo sapiens,1
Q0VAV2,41.26,Mus musculus ,1
Q0VB06,51.760000000000005,Mus musculus,2
Q0VB85,44.66,Mus musculus,2
Q0VBA6,55.88,Mus musculus,1
Q0VBA8,50.504999999999995,Mus musculus,2
Q0VBB0,54.96,Mus musculus,1
Q0VBK8,46.14,Mus musculus,2
Q0VBL3,47.355,Mus musculus,2
Q0VDF9,46.702,Homo sapiens,20
Q0VDG4,53.54863636363636,Homo sapiens,22
Q0VDL6,45.185,Mus musculus,2
Q0VDW9,51.715,Mus musculus,2
Q0VE46,63.05,Mus musculus,1
Q0VEW4,57.23,Mus musculus,1
Q0VF62,50.28,Mus musculus,2
Q0VF92,49.43,Mus musculus,2
Q0VF96,60.63333333333333,Homo sapiens,3
Q0VG06,52.612857142857145,Homo sapiens,14
Q0VGB7,59.42,Mus musculus ,1
Q0VGL1,57.82000000000001,Homo sapiens,10
Q0VGU0,42.84,Mus musculus,2
Q0WL80,49.45,Arabidopsis thaliana,1
Q0WLC6,38.24,Arabidopsis thaliana,1
Q0WLC7,42.33,Arabidopsis thaliana,1
Q0WM29,51.92,Arabidopsis thaliana,1
Q0WML0,35.91,Arabidopsis thaliana,1
Q0WNJ6,38.02,Arabidopsis thaliana,1
Q0WNZ5,43.64,Arabidopsis thaliana,1
Q0WP12,47.6,Arabidopsis thaliana,1
Q0WP44,38.47,Arabidopsis thaliana,1
Q0WPF2,40.78,Arabidopsis thaliana,1
Q0WPI9,62.93,Arabidopsis thaliana,1
Q0WPN8,44.82,Arabidopsis thaliana,1
Q0WPW4,44.41,Arabidopsis thaliana,1
Q0WQF4,40.09,Arabidopsis thaliana,1
Q0WRJ2,45.73,Arabidopsis thaliana,1
Q0WRJ7,43.69,Arabidopsis thaliana,1
Q0WRW8,40.85,Arabidopsis thaliana,1
Q0WT48,39.37,Arabidopsis thaliana,1
Q0WTP1,49.26,Arabidopsis thaliana,1
Q0WV25,40.1,Arabidopsis thaliana,1
Q0WVD6,45.78,Arabidopsis thaliana,1
Q0WVX5,41.34,Arabidopsis thaliana,1
Q0WW26,43.44,Arabidopsis thaliana,1
Q0WWT7,36.37,Arabidopsis thaliana,1
Q0Z946,48.59,Danio rerio,1
Q0ZBR7,51.17,Danio rerio,1
Q10003,37.89,Caenorhabditis elegans,1
Q10011,49.99,Caenorhabditis elegans,1
Q10039,50.79,Caenorhabditis elegans,1
Q10051,44.82,Caenorhabditis elegans,1
Q10129,40.5,Caenorhabditis elegans,1
Q10454,39.73,Caenorhabditis elegans,1
Q10457,39.85,Caenorhabditis elegans,1
Q10462,46.96,Caenorhabditis elegans,1
Q10469,52.547333333333334,Homo sapiens,15
Q10471,49.8225,Homo sapiens,12
Q10567,53.42263157894737,Homo sapiens,38
Q10570,49.839333333333336,Homo sapiens,15
Q10576,33.47,Caenorhabditis elegans,1
Q10578,39.58,Caenorhabditis elegans,1
Q10589,53.74,Homo sapiens,2
Q10651,48.76,Caenorhabditis elegans,1
Q10657,46.32,Caenorhabditis elegans,1
Q10660,50.38,Caenorhabditis elegans,1
Q10663,39.16,Caenorhabditis elegans,1
Q10664,38.3,Caenorhabditis elegans,1
Q10669,40.62,Caenorhabditis elegans,1
Q10713,51.10590909090909,Homo sapiens,22
Q10714,45.06,Drosophila melanogaster,1
Q10740,51.78,Saccharomyces cerevisiae,1
Q10905,46.51,Caenorhabditis elegans,1
Q10916,44.02,Caenorhabditis elegans,1
